numero_dpe;date_etablissement_dpe;etiquette_dpe;etiquette_ges;type_batiment;annee_construction;type_installation_chauffage;hauteur_sous_plafond;surface_habitable_logement;code_postal_ban;code_departement_ban;coordonnee_cartographique_x_ban;coordonnee_cartographique_y_ban;nom_commune_ban;besoin_chauffage
2530E3453089L;01/11/2025;D;B;maison;;;2.5;80;30350;30;787303.6;6318527.72;Savignargues;9650.7
2630E0017495G;05/01/2026;C;A;maison;2010;;2.6;78.1;30140;30;781588.42;6328093.11;Boisset-et-Gaujac;4090.4
2530E2126375Z;27/06/2025;D;B;maison;;;2.3;76.9;30120;30;742590.45;6319278.88;Bez-et-Esparon;6898.8
2530E2097203Z;26/06/2025;B;A;appartement;2007;individuel;2.5;66.1;30900;30;809781.72;6303403.58;N̨mes;900.4
2230E1570157W;08/07/2022;C;A;appartement;1998;individuel;2.5;47.2;30133;30;841622.41;6319454.25;Les Angles;1762.4
2230E0098146B;18/01/2022;B;B;appartement;2012;individuel;2.5;64;30000;30;812896.04;6308930.25;N̨mes;1516.3
2530E1896619F;10/06/2025;C;A;appartement;1972;individuel;2.5;23.8;30900;30;806263.7;6302584.89;N̨mes;1005.7
2530E0922539P;18/03/2025;C;B;appartement;1900;individuel;2.5;77.6;30000;30;809060.33;6305473.47;N̨mes;8048.1
2630E0073399K;12/01/2026;F;C;appartement;1970;individuel;2.5;51.5;30160;30;787330.99;6356270.98;Bordezac;10395.6
2530E2476612Q;28/07/2025;C;A;appartement;2012;individuel;2.5;43;30000;30;810232.28;6305512.49;N̨mes;853.4
2330E2495710C;25/07/2023;C;A;maison;;;2.6;233.1;30430;30;803162.83;6351686.16;Saint-Jean-de-Maru̩jols-et-Av̩jan;27471.4
2630E0029049Q;06/01/2026;C;C;appartement;;individuel;2.5;74;30000;30;809307.21;6307304.72;N̨mes;1632.4
2630E0072830N;12/01/2026;D;B;appartement;1970;individuel;2.5;61.3;30160;30;787330.99;6356270.98;Bordezac;7332.8
2430E0548772X;09/02/2024;E;E;appartement;2015;individuel;2.5;39.3;30000;30;810879.94;6303898.89;N̨mes;0
2530E1526787X;07/05/2025;C;A;appartement;;individuel;2.5;39.7;30730;30;795560.09;6310502.48;Saint-Mamert-du-Gard;1688.4
2330E3376806K;09/10/2023;B;A;appartement;;individuel;2.5;65.9;30000;30;812912.41;6308923.21;N̨mes;1347.6
2330E1985901B;14/06/2023;C;A;appartement;;individuel;3.3;30.2;30000;30;809407.15;6305527.56;N̨mes;1359.2
2230E1103351U;19/05/2022;E;E;appartement;1960;collectif;2.6;81.9;30000;30;808774.71;6305513.8;N̨mes;3552.5
2630E0049667Q;08/01/2026;A;A;appartement;2016;individuel;2.5;72.3;30132;30;811053.21;6300406.73;Caissargues;377.2
2430E3800463Y;28/10/2024;A;A;maison;;;2.5;111.1;30500;30;795013.5;6352039.17;Saint-Ambroix;5887.4
2230E1231856H;04/06/2022;G;C;appartement;1919;individuel;2.6;17.4;30000;30;809554.6;6305173.34;N̨mes;4228
2630E0041997Q;08/01/2026;A;A;maison;;;2.7;211.9;30700;30;815763.5;6328053.5;Saint-Quentin-la-Poterie;11352
2330E1414017N;27/04/2023;D;B;maison;;;2.5;81.6;30350;30;792991.25;6318342.04;Mauressargues;5853.9
2330E3613097N;25/10/2023;C;B;appartement;;individuel;2.8;31.2;30100;30;786713.29;6337885.57;Al̬s;1892.7
2630E0028397O;06/01/2026;A;A;maison;;;2.5;129.8;30320;30;815891.73;6307930.98;Marguerittes;4037.1
2530E2790468A;04/09/2025;C;A;appartement;;individuel;2.9;38.2;30900;30;808657.14;6304730.92;N̨mes;1256.6
2330E0717343J;04/03/2023;C;A;appartement;2001;individuel;2.6;34.4;30700;30;813463.1;6324744.82;Uz̬s;1432.3
2630E0040530F;07/01/2026;C;C;maison;1900;;2.9;195;30100;30;787054.04;6336810.33;Al̬s;25844.5
2630E0012083C;05/01/2026;D;B;immeuble;;individuel;2.8;;30130;30;831349.51;6352317.14;Pont-Saint-Esprit;20667.8
2330E2455850A;20/07/2023;C;C;appartement;1973;collectif;2.5;87.5;30000;30;809588.37;6304451.96;N̨mes;6413.5
2430E2441582H;02/07/2024;D;B;appartement;1888;individuel;3.3;32.3;30000;30;809580.17;6305789.38;N̨mes;2583.9
2530E3841253V;08/12/2025;D;B;appartement;1921;individuel;2.5;69;30400;30;844313.57;6320121.59;Villeneuve-l̬s-Avignon;9745.2
2630E0004910F;02/01/2026;C;A;maison;;;2.5;91.8;30190;30;798241.19;6317495.66;Saint-Geni̬s-de-Malgoir̬s;11544.8
2230E0344060H;21/02/2022;C;B;appartement;1948;individuel;2.4;65.4;30900;30;808711.6;6303955.88;N̨mes;5141
2630E0021408T;06/01/2026;A;A;maison;2019;;2.5;125.8;30250;30;790149.67;6299459.02;Aujargues;4071.4
2430E4001473C;13/11/2024;C;A;appartement;;individuel;2.6;39.3;30200;30;829488.29;6342220.12;Bagnols-sur-C̬ze;1957.1
2130E1010395N;29/12/2021;E;C;maison;1910;;2.5;40.1;30190;30;797305.37;6321874.75;Brignon;7913
2530E3919456Q;15/12/2025;B;A;appartement;;individuel;2.5;35.1;30900;30;808956.79;6304531.67;N̨mes;592.7
2530E3736297B;27/11/2025;C;C;appartement;2020;individuel;2.5;46.2;30133;30;842512.29;6319021.29;Les Angles;1062.8
2530E1123868A;01/04/2025;D;B;maison;;;2.5;119.8;30290;30;832858.27;6335483.08;Laudun-l'Ardoise;13262.3
2430E2392472L;02/07/2024;F;C;appartement;1900;individuel;2.5;40.4;30000;30;809406.83;6305205.47;N̨mes;6384.3
2630E0012850P;05/01/2026;F;C;appartement;1962;individuel;2.5;46.5;30240;30;791441.99;6272340.22;Le Grau-du-Roi;11079.5
2230E3065590N;09/12/2022;D;B;appartement;1949;individuel;2.5;33;30210;30;826714.06;6328074.34;Pouzilhac;2475.9
2430E3108654X;06/09/2024;E;E;maison;;;2.8;334.9;30430;30;807456.99;6357502.82;Barjac;61546.3
2230E2864736J;29/11/2022;C;A;appartement;1949;individuel;3.1;34;30000;30;809281.86;6305081.4;N̨mes;1711.8
2530E2570338M;07/08/2025;C;A;maison;2013;;2.5;96.5;30126;30;835963.3;6330349.21;Saint-Laurent-des-Arbres;4660.3
2330E0918175R;20/03/2023;E;C;appartement;;individuel;2.7;44.9;30960;30;787152.38;6350200.52;Le Martinet;5942.9
2530E1387774G;24/04/2025;B;A;maison;;;2.5;147.9;30560;30;790657.82;6333380.82;Saint-Hilaire-de-Brethmas;20646.7
2530E2192507N;02/07/2025;D;B;appartement;;individuel;3.3;37.9;30000;30;809861.74;6305583.2;N̨mes;2785.4
2330E1914089B;09/06/2023;D;B;appartement;;individuel;3.7;56;30300;30;832490.42;6302310.13;Beaucaire;5856.4
2230E0450026X;07/03/2022;C;C;appartement;1987;individuel;2.5;69;30900;30;806235.57;6302712.67;N̨mes;2659.4
2530E2938690W;17/09/2025;E;B;appartement;1850;individuel;3.2;47.5;30150;30;842345.67;6329629.98;Roquemaure;5432.4
2630E0046527W;08/01/2026;B;A;maison;2011;;2.5;103;30960;30;792967.19;6348407.81;Les Mages;5469.2
2630E0059879K;09/01/2026;A;A;appartement;;individuel;2.7;45.9;30000;30;808843.63;6305603.67;N̨mes;2276.5
2530E3006940W;23/09/2025;D;B;appartement;1993;individuel;2.5;17.4;30470;30;797427.33;6287999.85;Aimargues;1414.3
2230E0041559Q;10/01/2022;F;F;appartement;1948;collectif;2.5;26.3;30900;30;808612.55;6303838.38;N̨mes;3602.3
2330E3605971L;25/10/2023;E;E;appartement;;individuel;2.5;40.5;30700;30;814021.82;6324974.01;Uz̬s;8007
2530E3955574U;17/12/2025;B;B;appartement;1965;collectif;2.5;54.3;30900;30;809146.15;6303727.82;N̨mes;1095.6
2130E1009722Q;29/12/2021;C;C;appartement;1948;individuel;2.7;98.9;30200;30;829682.46;6341661.59;Bagnols-sur-C̬ze;6257.7
2530E3698594Y;25/11/2025;D;B;maison;;;2.8;134;30390;30;835165.21;6311694.51;Aramon;18090.7
2330E0348418Y;02/02/2023;D;D;appartement;1965;individuel;2.5;82;30900;30;806979.49;6302660.7;N̨mes;16818
2530E2228668I;05/07/2025;D;B;appartement;1900;individuel;2.5;98.3;30160;30;786974.24;6355895.84;Bess̬ges;7782.6
2530E3403818K;28/10/2025;F;F;appartement;1900;individuel;3.2;57.5;30000;30;810241.52;6305545.43;N̨mes;14203.6
2230E1789201Q;04/08/2022;D;B;appartement;1910;individuel;2.8;34.2;30000;30;809207.1;6305110.9;N̨mes;2643.2
2530E3006290W;23/09/2025;A;A;maison;2023;;2.5;123.6;30430;30;809400.32;6354781.59;Saint-Privat-de-Champclos;2361.1
2530E2462766C;27/07/2025;D;B;appartement;1948;individuel;2.4;34;30000;30;810005.59;6307336.57;N̨mes;1986.2
2530E2159575X;30/06/2025;C;B;maison;1981;;2.5;144.2;30660;30;794540.53;6292245.64;Gallargues-le-Montueux;11785.7
2330E0187042E;20/01/2023;C;A;appartement;;individuel;2.5;29.1;30000;30;810655.61;6305404.37;N̨mes;1236.4
2630E0005963S;03/01/2026;B;A;appartement;;individuel;2.5;25.3;30000;30;809778.41;6304186.5;N̨mes;717.6
2530E1705522I;22/05/2025;D;D;maison;1970;;2.5;115.9;30700;30;813511;6325432;Uz̬s;10247.8
2430E3583615Q;12/10/2024;A;A;appartement;2015;mixte (collectif-individuel);2.6;45.6;30000;30;809724.35;6305401.22;N̨mes;623.9
2530E1808165D;01/06/2025;C;C;appartement;2018;individuel;2.5;31;30000;30;810011.16;6306217.28;N̨mes;1285.1
2430E3036952D;02/09/2024;E;B;appartement;;individuel;2.5;30.1;30240;30;791548.48;6269598.5;Le Grau-du-Roi;3237.4
2430E2612324H;19/07/2024;C;C;maison;;;2.7;270.9;30500;30;796003.34;6343132.33;All̬gre-les-Fumades;22424.2
2630E0048106P;08/01/2026;D;B;appartement;;individuel;2.5;28.4;30120;30;748675.03;6321396.36;Le Vigan;1654.6
2430E3578060Z;11/10/2024;C;A;appartement;;individuel;2.5;38;30900;30;809074.17;6304442.77;N̨mes;1796.5
2430E1652836X;06/05/2024;C;B;appartement;1921;individuel;2.7;23.2;30000;30;809198.47;6305299.02;N̨mes;1281.9
2330E2311207V;08/07/2023;D;B;appartement;;individuel;3.4;52.5;30000;30;809829.71;6304765.32;N̨mes;3326.5
2530E3774108I;01/12/2025;D;D;maison;;;2.7;70.8;30560;30;789231.89;6335069.85;Saint-Hilaire-de-Brethmas;11814.2
2530E0905180Y;16/03/2025;F;F;appartement;1921;individuel;3.3;72.3;30000;30;809299.61;6304634.14;N̨mes;16545.4
2330E3019073L;11/09/2023;C;A;appartement;2005;individuel;2.5;44.2;30600;30;802475.52;6288233.59;Vauvert;2371.3
2630E0000576N;01/01/2026;B;A;maison;1982;;2.4;203;30150;30;842838.9;6328939.49;Roquemaure;16436.1
2630E0039863O;07/01/2026;C;B;maison;1980;;2.7;134;30300;30;831322.53;6303139.28;Beaucaire;13116.5
2330E2502327P;25/07/2023;C;C;maison;1900;;2.7;132.4;30000;30;810781.98;6306128.65;N̨mes;12763.5
2430E2299352X;26/06/2024;C;A;maison;1997;;2.6;137.6;30133;30;842197.29;6319580.38;Les Angles;7505.7
2430E0305402N;26/01/2024;E;D;maison;;;2.5;75.1;30160;30;785247.63;6355345.93;Peyremale;11082.6
2330E0438391L;09/02/2023;E;B;maison;;;2.5;35.6;30210;30;824751.39;6313696.1;Sernhac;3726.5
2230E2546368L;28/10/2022;C;A;maison;;;2.6;225;30500;30;792052.93;6356321.88;Courry;33241.3
2430E4414066B;12/12/2024;C;A;appartement;;individuel;2.5;65.8;30133;30;841711.57;6319333.54;Les Angles;2337.6
2230E3061341C;16/12/2022;C;C;appartement;2013;individuel;2.5;36;30900;30;809173.55;6304498.05;N̨mes;532.5
2530E2008313D;19/06/2025;D;B;appartement;1900;individuel;3;24.9;30900;30;809048.03;6304385.76;N̨mes;3568.6
2230E1327378F;15/06/2022;D;B;appartement;;individuel;2.5;41.4;30000;30;809267.46;6305160.5;N̨mes;3098.5
2530E2898104W;13/09/2025;C;A;appartement;;individuel;2.6;49.9;30000;30;809534.02;6305228.56;N̨mes;1851.9
2530E2364327Z;17/07/2025;B;A;maison;2007;;2.5;129.6;30620;30;806259.3;6296177.47;Aubord;5829.7
2330E2098774I;22/06/2023;E;E;appartement;1940;individuel;2.9;63.5;30000;30;810241.52;6305545.43;N̨mes;11662.4
2230E0097068P;18/01/2022;D;D;appartement;1960;mixte (collectif-individuel);2.5;85;30400;30;842965.62;6319696.36;Villeneuve-l̬s-Avignon;11447.5
2530E1227742E;09/04/2025;C;A;appartement;1985;individuel;2.5;22.7;30000;30;809824.64;6304081.16;N̨mes;1257.6
2530E0642715D;25/02/2025;D;D;maison;;;2.7;287.3;30430;30;807550.65;6357517.3;Barjac;26140.1
2230E1288058X;10/06/2022;B;B;appartement;2011;individuel;2.6;85;30000;30;811542.5;6305835.89;N̨mes;891.2
2530E3098479P;30/09/2025;A;A;maison;;;2.5;225;30000;30;808499.83;6308949.26;N̨mes;9777.6
2330E3516368E;17/10/2023;D;B;maison;1995;;2.6;118.8;30460;30;765682.22;6329581.95;Soudorgues;13450.1
2530E2322056E;15/07/2025;D;B;appartement;2007;individuel;2.5;25.5;30900;30;806828.77;6302899.11;N̨mes;1339.7
2630E0033897C;07/01/2026;C;A;appartement;;individuel;2.5;32;30900;30;806918.69;6305000.72;N̨mes;3004.8
2230E1395462V;22/06/2022;C;A;appartement;2001;individuel;2.5;67.6;30650;30;838451.47;6319485.97;Rochefort-du-Gard;2400.4
2530E0838132E;12/03/2025;E;C;maison;;;3.5;305;30140;30;784134;6331030.86;Bagard;52892.6
2530E3868804M;09/12/2025;C;B;appartement;;individuel;2.5;59.8;30132;30;812218.65;6300758.18;Caissargues;7512.7
2230E2252553W;21/09/2022;C;A;appartement;1975;individuel;2.5;49.2;30240;30;791548.48;6269598.5;Le Grau-du-Roi;2313.2
2230E1349200N;17/06/2022;C;A;maison;;;2.5;136.6;30190;30;797248.6;6317182.08;Saint-Geni̬s-de-Malgoir̬s;6342.7
2430E2540678R;13/07/2024;B;B;appartement;2021;individuel;2.5;62.3;30900;30;804317.17;6305906.57;N̨mes;436.5
2530E3602732Y;16/11/2025;C;C;maison;1991;;2.5;112;30200;30;826472.97;6340337.33;Sabran;8792.4
2330E0900613F;18/03/2023;C;A;appartement;1919;individuel;2.6;40;30000;30;810014.64;6305292.1;N̨mes;2451
2430E3395819S;28/09/2024;C;A;appartement;1949;individuel;2.5;55.1;30540;30;805303.19;6299971.43;Milhaud;2937.9
2630E0058973O;09/01/2026;C;A;maison;1990;;2.8;124.5;30320;30;813297.46;6313288.76;Poulx;11085.2
2530E1995747V;18/06/2025;C;A;maison;;;2.7;187;30190;30;806268.07;6324007.65;Aubussargues;16924.8
2530E1059409V;23/03/2025;F;F;appartement;1921;collectif;2.9;84.7;30900;30;809032.08;6305113.22;N̨mes;15055.6
2530E1487215X;02/05/2025;C;B;maison;;;2.3;87.8;30500;30;800594.27;6346177.91;All̬gre-les-Fumades;18149.7
2330E4295942U;13/12/2023;A;A;appartement;;individuel;2.5;98.6;30250;30;791994.99;6296155.18;Aubais;2399.8
2630E0076088V;12/01/2026;B;A;appartement;1800;individuel;2.5;75.1;30400;30;844118.38;6319847.96;Villeneuve-l̬s-Avignon;1572.8
2530E0859864A;13/03/2025;C;A;maison;1982;;2.5;67.3;30260;30;786797.8;6316576.52;Saint-Th̩odorit;3856.5
2230E0540676L;17/03/2022;C;C;appartement;2012;individuel;2.5;60;30000;30;813672.68;6309381.67;N̨mes;4257.6
2430E2421761Y;04/07/2024;B;B;appartement;2015;mixte (collectif-individuel);2.6;37.3;30000;30;809724.35;6305401.22;N̨mes;598.2
2330E2618872C;02/08/2023;B;A;appartement;2004;individuel;2.4;50.5;30900;30;809036.23;6302954.62;N̨mes;1361.1
2630E0011213Q;05/01/2026;C;C;appartement;1994;individuel;2.5;75.4;30900;30;806659.03;6304783.52;N̨mes;26440.2
2230E0670483A;31/03/2022;C;B;appartement;1947;individuel;2.8;18.2;30000;30;809492.82;6305490.58;N̨mes;1160.7
2530E0859435N;13/03/2025;B;A;maison;1972;;2.7;275.9;30620;30;803792.51;6297997.15;Bernis;22510.7
2330E4380283R;18/12/2023;A;A;maison;2012;;2.4;209.3;30700;30;813995.5625;6325683;Uz̬s;11074.7
2630E0068801O;11/01/2026;C;C;appartement;;individuel;3.5;133.9;30000;30;810019.17;6304955.98;N̨mes;10996.4
2630E0045032J;08/01/2026;C;A;maison;1993;;2.5;109.7;30300;30;824865.26;6304892.88;Jonqui̬res-Saint-Vincent;5778.7
2630E0070454D;12/01/2026;C;A;appartement;1976;individuel;2.5;44;30000;30;809993.78;6305451.22;N̨mes;1407.1
2530E1608942S;15/05/2025;C;A;appartement;;individuel;2.5;35;30240;30;792133.19;6271345.3;Le Grau-du-Roi;6850.4
2430E3022691Q;31/08/2024;E;D;maison;;;3;322.9;30430;30;801942.58;6348088.04;Rivi̬res;59859.2
2530E1459287T;29/04/2025;C;A;maison;1949;;2.5;174.2;30620;30;802443.01;6296440.05;Uchaud;18921.4
2130E0602291F;29/10/2021;B;A;appartement;2006;individuel;2.5;66;30900;30;809666.01;6303393.8;N̨mes;1491.4
2430E4121038T;21/11/2024;C;A;appartement;1998;individuel;2.5;37.9;30900;30;804424.29;6306802.54;N̨mes;1421.6
2330E0484330I;12/02/2023;C;A;maison;2006;;2.5;39;30100;30;787959.88;6335611.04;Al̬s;1030.7
2430E3241633M;12/09/2024;C;C;maison;1850;;2.8;225.2;30700;30;810711.875;6326657.5;Montaren-et-Saint-M̩diers;16755.3
2630E0013979A;05/01/2026;C;C;maison;2006;;2.5;133;30610;30;776901.84;6315947.57;Sauve;8789.4
2330E4336906I;15/12/2023;C;A;appartement;;individuel;2.5;20.7;30100;30;786816.19;6336558.27;Al̬s;834.8
2630E0036916F;07/01/2026;C;C;appartement;1996;individuel;2.5;66.5;30900;30;805695.19;6306791.12;N̨mes;4600.6
2530E2119384C;27/06/2025;D;B;appartement;;individuel;3;94.4;30700;30;814005.69;6324805.69;Uz̬s;9607.9
2430E1887597E;28/05/2024;C;A;appartement;1985;individuel;2.5;20.6;30000;30;809650.68;6306266.94;N̨mes;637
2530E3559926O;12/11/2025;E;B;appartement;1900;individuel;2.7;38.8;30000;30;809306.42;6305683.08;N̨mes;6479.4
2630E0053979M;09/01/2026;C;B;appartement;1920;individuel;2.5;73.7;30100;30;786273.81;6336489.39;Al̬s;4075.5
2630E0051115I;08/01/2026;B;A;appartement;1730;individuel;2.5;42;30000;30;809527.61;6305441.61;N̨mes;2475.1
2630E0039557U;07/01/2026;B;A;appartement;;individuel;2.7;28.6;30200;30;829476.77;6341623.59;Bagnols-sur-C̬ze;224.4
2530E0956047J;20/03/2025;D;B;appartement;;individuel;2.5;26.5;30240;30;792513.04;6269558.38;Le Grau-du-Roi;1448.1
2530E1520949J;06/05/2025;D;B;appartement;2007;individuel;2.4;24.7;30430;30;807135.85;6357461.01;Barjac;1800.5
2330E1878225R;07/06/2023;C;A;appartement;;individuel;2.5;38.6;30000;30;810274.64;6305611.47;N̨mes;1450.6
2530E1135562U;01/04/2025;B;A;maison;1972;;2.7;168.9;30820;30;801840.34;6303768.2;Caveirac;25936
2230E0462120B;08/03/2022;C;A;appartement;1947;individuel;2.5;37.4;30000;30;809473.66;6305491.14;N̨mes;984.6
2530E1490995H;04/05/2025;C;A;appartement;2006;individuel;2.5;44.1;30900;30;808481.57;6303431.81;N̨mes;1903.6
2330E2705861V;11/08/2023;D;B;appartement;;individuel;2.7;20.3;30000;30;809530.85;6305342.64;N̨mes;2335.6
2530E0786407T;07/03/2025;B;A;maison;2010;;2.5;175;30390;30;831382.49;6316815.48;Est̩zargues;8457.7
2230E1184406H;31/05/2022;D;B;appartement;;individuel;2.5;19.7;30000;30;811949.98;6308650.88;N̨mes;1891.3
2430E3581036L;03/10/2024;D;B;appartement;1921;individuel;3.1;50.1;30900;30;808763.27;6305012.15;N̨mes;4984.5
2430E2012621U;06/06/2024;B;A;appartement;;individuel;2.5;58.5;30000;30;809040.07;6307977.85;N̨mes;1665.7
2530E0640810W;25/02/2025;D;B;appartement;1948;individuel;3.6;49.1;30000;30;809263.52;6305581.65;N̨mes;5145.3
2530E2758925V;01/09/2025;D;B;appartement;1953;individuel;2.5;38.8;30000;30;809575;6306452.57;N̨mes;2323.6
2530E3060966U;26/09/2025;C;A;appartement;;individuel;2.6;11.8;30900;30;808829.92;6304831.57;N̨mes;3210.5
2630E0015755I;05/01/2026;C;C;appartement;;individuel;2.5;77.5;30900;30;807647.95;6305015.37;N̨mes;4450.8
2530E2935079Z;16/09/2025;E;C;appartement;;individuel;2.4;18.1;30900;30;808936.24;6305006.89;N̨mes;2554.6
2530E2507941P;31/07/2025;C;A;maison;;;2.7;110;30500;30;795724.48;6353884;Saint-Br̬s;20927.3
2430E3941698B;07/11/2024;D;B;appartement;2008;individuel;2.5;41.2;30900;30;807274.9;6304496.93;N̨mes;3169.8
2530E3661197P;21/11/2025;D;B;appartement;;individuel;2.5;36.1;30240;30;792513.46;6270294.03;Le Grau-du-Roi;2356.2
2430E0760671W;28/02/2024;D;D;appartement;1966;individuel;2.5;79;30900;30;808348.08;6304407.9;N̨mes;9273.6
2430E0329708J;29/01/2024;C;A;appartement;1975;individuel;2.5;50;30240;30;791333.68;6269804.73;Le Grau-du-Roi;5062.2
2130E0753876K;22/11/2021;E;B;appartement;1900;individuel;2.5;77.6;30000;30;809060.33;6305473.47;N̨mes;9904.6
2530E1199718I;08/04/2025;B;A;maison;;;2.5;195.8;30500;30;796112.92;6348225.19;Saint-Ambroix;12680
2630E0017616X;05/01/2026;E;E;maison;1959;;2.4;118.1;30900;30;807180.44;6302923.26;N̨mes;17989.4
2530E2463586Q;27/07/2025;E;E;maison;;;2.6;95.4;30520;30;786187.06;6341402.33;Saint-Martin-de-Valgalgues;15136
2330E3329538K;04/10/2023;C;C;maison;1973;;2.5;88.4;30500;30;795267.9;6353032.44;Saint-Br̬s;7147.6
2330E1938281N;12/06/2023;C;B;appartement;;individuel;2.5;109.2;30400;30;844176.36;6319772.92;Villeneuve-l̬s-Avignon;7879
2530E3699377B;25/11/2025;B;A;appartement;2020;individuel;2.5;18.6;30000;30;811685.56;6306318.08;N̨mes;241
2230E0230023G;05/02/2022;C;C;appartement;1910;individuel;2.5;80.7;30000;30;809605.36;6305271.35;N̨mes;4671.3
2530E1950680M;13/06/2025;D;B;appartement;;individuel;2.5;71.5;30000;30;809203.9;6305498.05;N̨mes;5650.4
2230E2430539M;18/10/2022;B;A;appartement;2011;individuel;2.5;48.3;30230;30;815907.68;6304038.44;Rodilhan;1059.5
2530E3589091H;14/11/2025;B;A;appartement;1900;individuel;2.5;52;30000;30;809306.42;6305683.08;N̨mes;4374
2430E1981919Y;03/06/2024;E;B;appartement;1921;individuel;2.4;51;30126;30;836095.03;6329854.83;Saint-Laurent-des-Arbres;6609.4
2530E1954557P;15/06/2025;C;A;appartement;;individuel;2.7;35.7;30000;30;809587.2;6305792.28;N̨mes;2187.1
2230E2155699S;20/09/2022;A;A;maison;;;2.9;439.2;30300;30;831638.84;6305669.99;Vallabr̬gues;34794.1
2530E0571057B;19/02/2025;C;A;appartement;1998;individuel;2.5;37.1;30900;30;804424.29;6306802.54;N̨mes;1759.1
2230E0830409A;20/04/2022;C;A;appartement;1947;individuel;2.9;64.8;30000;30;809737.38;6305764.65;N̨mes;2516.1
2530E3921276Q;15/12/2025;B;A;appartement;;individuel;2.5;50;30900;30;808956.79;6304531.67;N̨mes;1029
2530E3724314E;26/11/2025;E;E;maison;;;3;123.4;30960;30;793386.03;6349694.77;Les Mages;23402.3
2630E0042613I;08/01/2026;C;A;appartement;1730;individuel;3;85.7;30000;30;809527.61;6305441.61;N̨mes;3928.4
2230E0648233G;29/03/2022;C;A;appartement;2010;individuel;2.5;58.1;30000;30;810642.43;6307410.98;N̨mes;1954.5
2630E0024171A;06/01/2026;C;A;appartement;;individuel;2.5;33.5;30128;30;815241.92;6297676.78;Garons;2391.6
2530E0386306G;04/02/2025;D;B;appartement;1900;individuel;2.8;55;30900;30;808382.1;6305002.96;N̨mes;5257.9
2530E0658844M;26/02/2025;D;C;appartement;;mixte (collectif-individuel);2.5;35.7;30240;30;792243.87;6269718.22;Le Grau-du-Roi;4361.5
2230E1836300D;11/08/2022;C;A;appartement;;collectif;3.5;38;30700;30;813997.39;6324878.88;Uz̬s;1808.8
2530E4008826Y;23/12/2025;F;C;immeuble;1860;individuel;2.5;;30900;30;809072.54;6304476.87;N̨mes;22628.6
2530E2422298Q;23/07/2025;C;B;maison;2010;;2.5;80.4;30230;30;815907.68;6304038.44;Rodilhan;5276.4
2230E0274775M;10/02/2022;B;A;appartement;2010;individuel;2.5;48;30400;30;842567.52;6319342.85;Villeneuve-l̬s-Avignon;1451.9
2530E1743198K;26/05/2025;C;A;maison;2009;;2.5;81.1;30190;30;803570.9;6323858.94;Collorgues;4332.4
2130E0885176K;09/12/2021;B;A;appartement;1947;individuel;2.4;45.7;30130;30;831427.99;6352310.67;Pont-Saint-Esprit;933.4
2430E1930750X;27/05/2024;B;A;appartement;2009;individuel;2.5;47.2;30900;30;809781.72;6303403.58;N̨mes;511
2330E2606810E;02/08/2023;C;A;appartement;;individuel;2.9;33.6;30000;30;809279.59;6305040.35;N̨mes;1464.5
2630E0027851O;06/01/2026;C;B;maison;1974;;2.5;97.4;30920;30;798552.08;6293491.96;Codognan;12424
2430E4248985U;27/11/2024;C;A;maison;1993;;2.5;30.6;30320;30;820002.8;6310417.34;Bezouce;1923.6
2530E3252325T;14/10/2025;C;A;appartement;2016;individuel;3.1;49.1;30000;30;808147.5;6305343.27;N̨mes;2496.4
2630E0049648X;08/01/2026;C;A;maison;2011;;2.5;116.9;30640;30;806151.34;6292106.74;Beauvoisin;14399.8
2530E3377413V;27/10/2025;D;B;maison;;;2.5;63.8;30900;30;806715.51;6302872.2;N̨mes;7043
2430E1629131E;06/05/2024;A;A;appartement;;individuel;2.5;86.8;30000;30;809297.66;6305182.25;N̨mes;2083.4
